Tool,UID,Activity ID,Activity Name,Lexile Raw,Grade Band
Connect,-LlI3LJPHuvlBtBHa6lp,1004,Compound Objects 2,600-700,6th-7th
Connect,-LnrxNJlx0aU5Y74cs-S,1051,"But, So 2 (Starter)",600-700,6th-7th
Connect,5f1cc70c-6c0e-4689-8d98-b774952ca787,1288,Follow-up Activity for Lesson 1: Using Singular Possessive Nouns,600-700,6th-7th
Connect,270d08a7-b147-491f-ba73-b1ed57e4f0b8,1291,Follow-up Activity for Lesson 1: Using Plural Possessive Nouns,600-700,6th-7th
Grammar,-LXu70cZ03b8aaa5krGI,1320,Expanding Sentences With Adjectives 2,600-700,6th-7th
Grammar,811a485c-e2fa-4eaf-bb35-bc59575657ec,1381,Possessive Pronouns 2,600-700,6th-7th
Grammar,62f2451e-ea4d-4639-8754-63d04cdaeac0,1405,Capitalize Names of People 2,600-700,6th-7th
Connect,3113f574-86a1-42ff-8a06-c5e31249eb28,1409,Cumulative vs. Coordinate Adjectives 1,600-700,6th-7th
Connect,62d60502-5a5e-4cc6-a3e7-8846af043228,1411,Cumulative Adjectives 2 (Intermediate),600-700,6th-7th
Connect,5ecd61a8-fd72-4b3d-88d4-0317994c7e99,1419,Conjunctive Adverbs 5,600-700,6th-7th
Connect,bf6b07e4-7cc5-4017-8f62-04c522af57ad,1425,Past Perfect vs. Simple Past,600-700,6th-7th
Proofreader,G-yFYFxq1nmrb95fLDhQbw,23,Icarus's Flight,700-800,6th-7th
Proofreader,0W5Rgpe6m0xArqPUXAPZyw,55,Thinking About Thinking,700-800,6th-7th
Grammar,eUTXuBfu8EpXOq2pSfBpFg,96,"Greece, Grease; Bear, Bare",700-800,6th-7th
Grammar,mjNfUsTjjxwcSHfy-Zv1SQ,103,Parallel Structure,700-800,6th-7th
Grammar,DVEQuUXbtM_e69HT6wVw7A,106,"Not Only, But Also",700-800,6th-7th
Grammar,DVEQuUXbtM_e69HT6wVw7A,106,"Not Only, But Also",700-800,6th-7th
Grammar,TYSjfEShNlQqSWNOnkTxUg,108,"Of, Off",700-800,6th-7th
Proofreader,-PcSHU2UV2fmMPtknriRqg,215,Why Sun and Moon Live in the Sky,700-800,6th-7th
Grammar,-KCNJGusG7sBrUzK_h2I,299,Parallel Structure,700-800,6th-7th
Proofreader,-KJv0_m8Kx2eR0FaoXlt,345,The Symphony Orchestra,700-800,6th-7th
Connect,-KS7fEC2YOG1zwyMvl7M,436,Compound Predicates 1,700-800,6th-7th
Connect,-KVf4bzQOrDvr4YW-C3L,449,-ing Participial Phrases at the Beginning 2,700-800,6th-7th
Proofreader,-KWZzB7GsYzP1OocnuKO,462,Diwali,700-800,6th-7th
Connect,-KbMLula2bOTYSO0vhry,473,Weather and Climate (Starter),700-800,6th-7th
Proofreader,-KqYDjR0nWR2gNhyOwWY,521,Who was Cervantes?,700-800,6th-7th
Proofreader,-KqdMzxI9fqItxVh_Vgy,533,Isabella I of Castile,700-800,6th-7th
Proofreader,-Kr1Z1W2yRJmCQZw-hn8,543,Stars and Galaxies,700-800,6th-7th
Grammar,-Kr7AI1sfJFOIownUvfg,554,Pronoun Reference,700-800,6th-7th
Connect,-KuaH_hMg-iFfpkMZ2zN,595,That 2 (Starter),700-800,6th-7th
Connect,-KuaQJph0gug9IHbKgJb,597,"Who, That, Which 1 (Intermediate)",700-800,6th-7th
Connect,-L2W1X4bJwGC6GsirB3a,645,"Adjectives, Adverbs, and Prepositional Phrases 2",700-800,6th-7th
Connect,-L2WgFUJlfejW4Ezc3x1,653,Complex Sentences Review,700-800,6th-7th
Connect,-L46rUHbf9kccA2F_Vau,692,"Follow-up Activity for Lesson 1: And, Or, But, So",700-800,6th-7th
Connect,-L4gpljFZvOadGhwgc1V,705,Follow-up Activity for Lesson 1: Parallel Structure,700-800,6th-7th
Connect,-L4rZK2YuqbaLq4Eu1Cy,706,"Follow-Up Activity for Lesson 1: Conjunctions of Time (After, Until, Before, etc.)",700-800,6th-7th
Connect,-L5A2WuMa3ackKKmeQiK,709,Follow-up Activity for Lesson 4: Subordinating Conjunctions Review,700-800,6th-7th
Connect,-L9MXKPhGbj8xZfd5G--,757,Semicolons with However and Therefore,700-800,6th-7th
Connect,-L96-GrjSsMevkSVuGfO,759,Therefore at the Beginning of a Sentence,700-800,6th-7th
Connect,-LELvuHFRAnyMjF2c1Eu,779,"But, So 2 (Intermediate)",700-800,6th-7th
Connect,-LFSj29ElpfZfaihJdH9,781,"Since, Because 2 (Starter)",700-800,6th-7th
Connect,-LNLXrsydOGLQmCk4qvM,838,"And, Or, But, So 3 (Intermediate)",700-800,6th-7th
Connect,-LM981iruhHerFr096dJ,846,"Adjectives, Adverbs, and Prepositional Phrases 1",700-800,6th-7th
Connect,-LQit2fNrsLgMnqJ9TLN,866,Appositives at the End 1,700-800,6th-7th
Connect,-LQpEWGdBmbZ6_oScIBj,868,Compound-Complex Sentences 1 (Starter),700-800,6th-7th
Connect,-LU7KdCFUsOx9Wxv7tDd,882,Parallel Structure with Joining Words 1,700-800,6th-7th
Connect,-Ld4CZN8-Q9RPO4xOiqq,990,"As soon as, Until 1 (Starter)",700-800,6th-7th
Connect,-LiENAtTTp-Zs9gem0VF,993,Conjunctive Adverbs Review 3 (Intermediate),700-800,6th-7th
Connect,-M1SJ7fOqixXRYXHFWz1,1221,"Although, Even though, Though, and While at the Beginning 2 (Starter)",700-800,6th-7th
Connect,089fe5b8-6d0d-4f00-baa9-e8de890a0d24,1276,Conjunctive Adverbs 4,700-800,6th-7th
Connect,3b530644-54ff-4944-86b5-f0b667271f21,1286,However and Therefore at the Beginning of a Sentence (Intermediate),700-800,6th-7th
Connect,43ef1cb1-bc80-4ec7-bb51-7b4d0850dd14,1412,Cumulative vs. Coordinate Adjectives 2,700-800,6th-7th
Connect,efcdab19-7ac6-43f4-9da9-d9fcc210113d,1422,Compound Possession With One Noun and One Pronoun 2,700-800,6th-7th
Proofreader,lUCWYQdMOO0V6vLH38xqWA,15,America Used to be a Different Place,800-900,6th-7th
Proofreader,XKNzx_im2sL9VVr4lqPSAg,41,Oedipus and the Sphinx,800-900,6th-7th
Proofreader,VolwH12xgS732exLTniUDQ,69,Snow Day,800-900,6th-7th
Proofreader,R0lNOPPAyQw65jzcgQuSng,75,Hiking in Maine,800-900,6th-7th
Proofreader,70u4gEpj8eg6T4re0PzHbw,77,It's All Happening at the Zoo,800-900,6th-7th
Proofreader,eYlGCR7G641dA5GU.S.agObg,93,Zeus and the Frog King,800-900,6th-7th
Proofreader,M2tUjna-VGGnAHJ8YZbiXg,95,The Leader of the Birds,800-900,6th-7th
Proofreader,-K0rnIIF_iejGqS3XPJ8,244,Shackleton Returns from the Antarctic,800-900,6th-7th
Proofreader,-KA6pO0vuBBbMSiOn2ja,263,National Dictionary Day,800-900,6th-7th
Proofreader,-KAGFznnBfpnFHy_EOK-,266,National Punctuation Day,800-900,6th-7th
Proofreader,-KMyZzknC-F8Q6a2EuHG,379,The Eiffel Tower,800-900,6th-7th
Proofreader,-KMy_Zjn0oRvKvR98-cX,380,The Little Prince,800-900,6th-7th
Proofreader,-KOQLauODSZ9FXjEe1Fk,409,Sister Structures,800-900,6th-7th
Proofreader,-KWZt4RsLrS1xZ-Jr-u1,455,Thanksgiving,800-900,6th-7th
Connect,-KbMQov8KitVN8g58wT0,475,Weather and Climate (Intermediate),800-900,6th-7th
Connect,-KbvuSGyq6ANjB6cSzpQ,477,The Stamp Act,800-900,6th-7th
Proofreader,-Km7CRZu-mlTDHzqA3LX,490,The First Women's Basketball Game,800-900,6th-7th
Proofreader,-KoJ9Lrs-pUNFrzjFTz6,503,Sailing with the Stars,800-900,6th-7th
Proofreader,-KqUQCCoHDkIggc6BMtU,517,Roanoke,800-900,6th-7th
Proofreader,-KqU.S.2G2QYq3KWYPHazn,518,Santa Maria del Fiore,800-900,6th-7th
Proofreader,-KqUXZEm8IdwvR2frMfO,520,The School of Athens,800-900,6th-7th
Proofreader,-KqYGdzi6pck3Cpt1vxn,522,The Tambora Eruption,800-900,6th-7th
Proofreader,-KqYKnytOMErPTLZAgUl,525,Godasiyo the Woman Chief,800-900,6th-7th
Proofreader,-KqhpFWpVQubJhqWrkFb,537,Rocks,800-900,6th-7th
Proofreader,-Kr1Tc2R9sunf8yHM5xh,541,Women in the American Revolution,800-900,6th-7th
Proofreader,-Kr20EDdSpxQm93BJrco,545,Mae Jemison,800-900,6th-7th
Proofreader,-Kr24ZZ6uu51bYXhADhG,549,Shihuangdi's Search for Immortality,800-900,6th-7th
Proofreader,-Kr26YEA35YGuXWE0jzb,550,Zheng He and the Pirate,800-900,6th-7th
Connect,-KqZUaz7rINZ8fNssJ6r,613,Asteroids,800-900,6th-7th
Connect,-KqiiQTci2gs9zhx2tIA,616,Tang Dynasty Inventions,800-900,6th-7th
Connect,-KqZ81soreOpfSWL4Ymx,620,Tsunamis,800-900,6th-7th
Connect,-KqYkktoWRhHby2187G8,621,The Rock Cycle,800-900,6th-7th
Connect,-KqYgUp3xAAJYxZtX2yr,622,Fold Mountains,800-900,6th-7th
Proofreader,-L05ImLNk7D3d_PEXqV0,626,Navajo Nation,800-900,6th-7th
Connect,-KqcdV5JA9uU.S.Y09VvOP,628,Maya Mystery,800-900,6th-7th
Connect,-KqcY9ZUJ7gdReZw7C93,629,Tenochtitlan Origin Myth,800-900,6th-7th
Connect,-KqZLtzic921c7eDVc1D,633,Plants in the Food Chain,800-900,6th-7th
Connect,-KqZIkV8V3_92A2ajc4u,634,Plant Cells and Animal Cells,800-900,6th-7th
Connect,-KqZECh5ZxntzLDB-xQK,635,Parts of Vascular Plants,800-900,6th-7th
Connect,-L4C6sf6XZJlSaFOPorr,696,Follow-up Activity for Lesson 1: Appositive Phrases,800-900,6th-7th
Connect,-L4CTux43as5LOtIVdDZ,697,Follow-up Activity for Lesson 2: Appositive Phrases Review,800-900,6th-7th
Proofreader,-L5opg-2RvI49eLjbZO5,710,The Grand Canyon,800-900,6th-7th
Connect,-L5AkM2UkdLULttcvWg-,711,"A, An, The",800-900,6th-7th
Connect,-KqY7BQmhDn71y-E-s3C,728,The War Begins at Lexington and Concord,800-900,6th-7th
Connect,-KqYNoENpFXSttDu-xPf,729,Turning Point: Bunker Hill,800-900,6th-7th
Connect,-KqYPpC3o3JeeuhQadBF,730,Turning Point: Saratoga,800-900,6th-7th
Connect,-KqYK5A0fNos0ZbUjjOu,731,The War Ends at Yorktown,800-900,6th-7th
Connect,-L6NxywB46cJRo_HvN-0,737,Present Perfect Tense,800-900,6th-7th
Connect,-LAo-erEroO6r6XV1tAV,756,International Space Station,800-900,6th-7th
Connect,-LEGfC3Q9GNYHZCSfjJz,778,"While, Even though (Starter)",800-900,6th-7th
Connect,-LEVfFus1UXfr2vkD6aU,780,"And, Or 1 (Intermediate)",800-900,6th-7th
Proofreader,-LJK8IoHAyC7ZnZbkYWP,799,Beach Days,800-900,6th-7th
Grammar,-LK8SpPCYG4eTLKN0yWr,819,Commas in Dates and Addresses,800-900,6th-7th
Connect,-LLpiaUcPu2jdvHsBLOq,841,Capitalization Review,800-900,6th-7th
Connect,-LQF0hguJmnfwsk6eXzQ,862,Compound Sentences Review,800-900,6th-7th
Connect,-LQjtmaLSfGenAfjfVxB,872,"Appositives at the Beginning, Middle, and End 1",800-900,6th-7th
Connect,-LSQmBMASLEX6lBG-dAL,877,-ed Participial Phrases,800-900,6th-7th
Grammar,-LWHiefGyVwBnxtVCBE2,886,"Capitalization Review: People, Places, and the Pronoun ""I""",800-900,6th-7th
Connect,-LVyd20sxExyCSbcycZE,896,Subject-Verb Agreement: Either/Neither vs. And,800-900,6th-7th
Connect,-LoVSPwlZrjH0QCNoCAQ,1049,"Who, That, Which (Starter)",800-900,6th-7th
Connect,-M25LIwLjwcrOCg9Teym,1224,-ing and -ed Participial Phrases 2 (Starter),800-900,6th-7th
Connect,-M3DLyHSF0iE66wRyPDp,1232,Subject-Verb Agreement with Either/Or and Neither/Nor 2 (Starter),800-900,6th-7th
Grammar,-KCN2x8Rp2KQTJRAgw5f,1325,Complex Sentences,800-900,6th-7th
Connect,d135d52d-9498-4cca-bfb5-dffda0e16fc6,1418,Coordinate Adjectives 2,800-900,6th-7th
Proofreader,Xhug-lO3toYhT0fbsibF3w,5,Training for the Gold,900-1000,8th-9th
Proofreader,asl2JCt8j1ItiGeYbOJ5tQ,9,Making the Team,900-1000,8th-9th
Proofreader,HAEcgVEQTBKkBQ8Q3ekGvg,11,The Day the Island Breathed,900-1000,8th-9th
Proofreader,pf1cCiBT7k2d0AYlrzjL5Q,43,Theseus and the Minotaur,900-1000,8th-9th
Proofreader,XlObkXwe9o8PV9bllW5I0w,47,Jade Meets a Moose,900-1000,8th-9th
Proofreader,I4XOGaQHoqh_wkAkt9UBtA,61,Group Project,900-1000,8th-9th
Proofreader,stdr1SNILF-I99NwzzfnRA,233,"Kenova, West Virginia",900-1000,8th-9th
Proofreader,-K14Wse4zvcWIdhfzCHt,245,Dylan's Halloween Adventure,900-1000,8th-9th
Proofreader,-K2nLvC9CX2xqw7jnpZP,251,Audrey Hepburn,900-1000,8th-9th
Proofreader,-K2wJf8C-Dxc9hnufB_Z,255,The Emperor’s New Clothes,900-1000,8th-9th
Proofreader,-KJbIOqHCA6a30KQIu1A,315,The Earth is Getting Warmer,900-1000,8th-9th
Proofreader,-KKJZi6fgKcDqIXsvs9c,360,Immune System,900-1000,8th-9th
Proofreader,-KKOkmvUq04DkXahVWgc,363,Shred and Skate,900-1000,8th-9th
Proofreader,-KKibxjTtRIWCVZlHIUk,369,Basquiat,900-1000,8th-9th
Proofreader,-KKj5zupZ-eQy0rQPwTR,370,Les Paul,900-1000,8th-9th
Proofreader,-KMyZAkmUlbSpFegTj8-,378,Circumnavigating the Globe,900-1000,8th-9th
Proofreader,-KMye5k0nXi-AkOzW9IS,387,Bob Dylan,900-1000,8th-9th
Proofreader,-KMyfk4DmCbyok4QePd4,389,The Supremes,900-1000,8th-9th
Proofreader,-KOGtetU6zsDXGAX7dqm,402,Video Games,900-1000,8th-9th
Proofreader,-KOGujItwThYl32VwTAO,403,Michelle Obama,900-1000,8th-9th
Proofreader,-KOQJeFsPBs3qoxAL8Vk,405,Lewis Carroll,900-1000,8th-9th
Proofreader,-KOQL45rtBj-nQ5MTVN5,408,Serena Williams,900-1000,8th-9th
Connect,-KbMQKS940Mny6fbPyw2,474,Weather and Climate (Advanced),900-1000,8th-9th
Connect,-Kbk-mjzTNeqWbvVG9zI,476,The Boston Massacre,900-1000,8th-9th
Connect,-Kbvv3WS6vGNkeW7d6dt,478,The Boston Tea Party,900-1000,8th-9th
Proofreader,-Km87sC3d6sTIvPB0NtK,491,Tyrannosaurus Rex,900-1000,8th-9th
Proofreader,-KqUMM-Akp6DDQlVlAbq,516,Spices,900-1000,8th-9th
Proofreader,-KqYJAxtdM6HVQi7vHpj,524,Native Americans & Horses,900-1000,8th-9th
Proofreader,-KqZ1GcvRyn-0x5ph2KS,531,Tenochtitlán,900-1000,8th-9th
Proofreader,-KqdjKv54k5iifw2FzDk,534,Plants: Bee Gardens,900-1000,8th-9th
Proofreader,-Kqdo2aBDw7bJ4YIXynn,535,Maya Calendar,900-1000,8th-9th
Proofreader,-KqixRPyWpTzXtBmZtmm,540,Colonial Life in the American Revolution,900-1000,8th-9th
Proofreader,-Kr1cS7S74s-RHF28y9H,544,Mars,900-1000,8th-9th
Proofreader,-Kr231BncqIpDDiB8Liy,546,Yellowstone National Park,900-1000,8th-9th
Proofreader,-Kr23P_QLluLsDOeT7MB,547,The Silk Road,900-1000,8th-9th
Connect,-KqZWcwJndWJBU-U3ehj,585,The Importance of the Buffalo,900-1000,8th-9th
Connect,-KuaCaWRfxys4VaplqXv,594,Who 2 (Starter),900-1000,8th-9th
Connect,-KvD8mS3HL0Wt-fx6MrX,596,Which 2 (Starter),900-1000,8th-9th
Connect,-KuaRjfM3zQKDlAEQ8dl,598,"Who, That, Which 2 (Intermediate)",900-1000,8th-9th
Connect,-KqZiV1bnPe48h6gyYss,605,Magellan,900-1000,8th-9th
Connect,-KqZ_8tESejeyBmj-_pO,608,The Travels of Marco Polo,900-1000,8th-9th
Proofreader,-KzQBlkOwB7fTXIeAPpX,609,The Sacredness of Mountains,900-1000,8th-9th
Connect,-KzV2NTW2PHFuQ45Lfbl,611,Annie Dodge Wauneka: Native American Politician,900-1000,8th-9th
Connect,-KqZR__u2hpJ2z8cIch-,614,Ham and Alan Shepard,900-1000,8th-9th
Connect,-KqilM2xWovC-Hudmvjn,617,Hui Zong's Defeat,900-1000,8th-9th
Connect,-Kqisu7eUfGfGvjRvT2W,618,The Mongol Invasion of China,900-1000,8th-9th
Connect,-KqigC-G1kUp_pEeQJjl,619,Shihuangdi Unifies China,900-1000,8th-9th
Connect,-KqYd2Nk25H2e3fdkwcs,623,Hydrothermal Vents,900-1000,8th-9th
Connect,-KqcjgL00W0ro-Wr4Bts,627,Hernan Cortes,900-1000,8th-9th
Connect,-KqcTJxEiuq07PJzbDIc,630,The Royal Road,900-1000,8th-9th
Connect,-KqZpAZ8UMhwZp_3ezqw,640,Renaissance Beginnings in Italy,900-1000,8th-9th
Connect,-KqZvArG8422vhwB7rIo,641,The Medici Family,900-1000,8th-9th
Connect,-KqZldiOXNWbJNFvIRY-,642,Humanism,900-1000,8th-9th
Proofreader,-L5B16RnaHgSSKmq1GuC,658,Great Smoky Mountains National Park,900-1000,8th-9th
Connect,-L4rZja_F-gdf2aGWXyC,707,"Follow-Up Activity for Lesson 2: Conjunctions of Opposition (Although, etc.)",900-1000,8th-9th
Connect,-L4v8dD06H3R3RlztsPB,708,"Follow-up Activity for Lesson 3: Conjunctions of Cause and Effect (Because, Since)",900-1000,8th-9th
Proofreader,-L6J-jLv8rrun9hMcd3i,723,Peregrine Falcons,900-1000,8th-9th
Proofreader,-L8rjlIDvJmZOG-gZ0T6,748,Alternative Transportation,900-1000,8th-9th
Grammar,-L8sF68GP2soDc0gxwIM,750,"Affect, Effect",900-1000,8th-9th
Proofreader,-LHirZizffZrXsDDGfbX,791,Alligators vs. Crocodiles,900-1000,8th-9th
Connect,-LOKZXZkDkAJ2jlTqhpT,854,Joining Words and Describing Words 2,900-1000,8th-9th
Connect,-LPSh9ViqRgvcLeQTxUs,859,"As soon as, Until 2 (Starter)",900-1000,8th-9th
Connect,-LQ_y4VmyJszLWLQ5yot,867,Appositives at the Beginning 1,900-1000,8th-9th
Connect,-LTSvcQNpViDt0iKKJaq,879,"And, Or, But, So 4 (Intermediate)",900-1000,8th-9th
Connect,-LVK_343Z01EaG31KibC,899,"And, But, So (Intermediate)",900-1000,8th-9th
Connect,-LYDhRFFjSGdORZ8xWGD,902,Parallel Structure 1 (Advanced),900-1000,8th-9th
Connect,-LaGaRuU_ngMmAVw_181,985,Conjunctive Adverbs 1,900-1000,8th-9th
Connect,-LaGd43gOf9d2abOGLBq,987,Conjunctive Adverbs 3,900-1000,8th-9th
Connect,-LlbJYCCG0j7uOhgB9oS,1048,Parallel Structure 4,900-1000,8th-9th
Connect,-LoLe9bCY8NTfg_INry9,1052,Subordinating Conjunctions 4 (Intermediate),900-1000,8th-9th
Connect,-M03WbwMR1ZaXMAFLXro,1231,What Happened During the Ice Storm,900-1000,8th-9th
Connect,-M3MjkFum8ZzMlUFFb0B,1237,-ed/-en Participial Phrases 1 (Starter),900-1000,8th-9th
Connect,-M1WgDhT2QMzj_vnImab,1284,"""The Fight""",900-1000,8th-9th
Proofreader,-KMybFo0mMYpmUwLVg7E,383,Medgar Evers,900-1000,8th-9th
Connect,-LsTR00-mxGVtd4ARKTH,1102,Activity 8: To Be with Plural Pronouns,BR100-0,2nd-3rd
Grammar,-LsXPuyHm_WInovUKm-R,1103,Activity 9: To Be with Plural Pronouns,BR100-0,2nd-3rd
