activity_id,prompt_id,feedback_id,feedback_primary,feedback_secondary
344,512,4200,<p>It&#x27;s been argued that the Parthenon Sculptures would be less accessible in Greece—that&#x27;s true. Now explain where the sculptures are currently. How is their current location more accessible?</p>,<p>Keep revising! Focus on the sculptures&#x27; current location. Why would more people see the sculptures there than at the Parthenon? Read the highlighted text for ideas.</p>
344,512,4202,"<p>Turkey did give Lord Elgin permission to dig for artifacts—that&#x27;s true. Now revise your response to talk about modern day events. Who has the sculptures now, and why do they refuse to return them?</p>","<p>Try clearing your response and starting again. Focus on the sculptures&#x27; current location. Who is refusing to return the sculptures, and why? Read the highlighted text for ideas.</p>"
344,512,4204,"<p>Lord Elgin did argue that he was protecting the sculptures—that&#x27;s true. Now revise your response to talk about modern day events. Who has the sculptures now, and why do they refuse to return them?</p>","<p>Try clearing your response and starting again. Focus on the sculptures&#x27; current location. Who is refusing to return the sculptures, and why? Read the highlighted text for ideas.</p>"
344,512,4208,<p>Greece argues that the sculptures were removed illegally—that&#x27;s the reason why Greece is requesting their return. <br/><br/>Try clearing your response and focusing on a contrasting idea instead. Why has the British government not returned the sculptures?</p>,<p>Try clearing your response and starting again. Why is the British government not returning the sculptures to Greece? Use the highlighted text for ideas.</p>
344,512,4210,<p>Greece and Great Britain have agreed to discuss a compromise—that&#x27;s a consequence of Greece requesting the sculpture&#x27;s return.<br/><br/>Try clearing your response and focusing on a contrasting idea instead. Why has the British government not returned the sculptures?</p>,<p>Try clearing your response and starting again. Why is the British government not returning the sculptures to Greece? Use the highlighted text for ideas.</p>
344,512,4216,<p>Try clearing your response and starting again. Why has the British government not returned the sculptures? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. What is one reason why the British government has not returned the sculptures to Greece? Read the highlighted text for ideas.</p>
344,511,4170,<p>That&#x27;s true—the Parthenon Sculptures were removed from Greece. Now expand your response. Who took the sculptures?</p>,<p>Keep revising! Add the name of a specific person to your sentence. Who took the Parthenon Sculptures from Greece?</p>
344,511,4174,<p>Greece argues that the Parthenon Sculptures belong to them—that&#x27;s true.<br/><br/>Now try clearing your response and focusing on how the sculptures were removed from Greece.</p>,<p>Try clearing your response and starting again. Read the highlighted text. How were the sculptures removed from Greece?</p>
344,511,4176,<p>It&#x27;s true that Lord Elgin may have damaged the Parthenon. Now explain what he was doing when he caused the damage.</p>,<p>Try clearing your response and starting again. What did Greece claim about Lord Elgin and Turkey? Use the highlighted text for ideas.</p>
344,511,4178,<p>It&#x27;s true that the Parthenon Sculptures are culturally and symbolically important to Greece. Now focus on a reason why Greece doesn&#x27;t think the sculptures should be in Great Britain in the first place.</p>,<p>Try clearing your response and starting again. What did Lord Elgin do with the Parthenon Sculptures? Use the highlighted text for ideas.</p>
344,511,4180,<p>Try clearing your response and starting again. Go back to the text and look for a reason why Greece would want the sculptures returned.</p>,<p>Try clearing your response and starting again. Why does Greece argue that the sculptures should be returned? Use the highlighted text for ideas.</p>
344,511,4184,<p>Try clearing your response and starting again. Go back to the text and look for a reason why Greece would want the sculptures returned. Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. Why does Greece argue that the sculptures should be returned? Read the highlighted text for ideas.</p>
343,510,4152,<p>That&#x27;s true! Now be more specific. Who stopped all new excavations?</p>,<p>Keep revising! Try to be even more specific. Who chose to stop new excavations? Read the highlighted text for ideas.</p>
343,510,4154,<p>That&#x27;s true! Now be more specific. Who initiated the Great Pompeii Project?</p>,<p>Keep revising! Try to be even more specific. Which government started the Great Pompeii Project? Read the highlighted text for ideas.</p>
343,510,4158,<p>That&#x27;s true! Now be more specific. What initiatives have been started to help restore the city?</p>,<p>Keep revising! Try to be even more specific. What project are they doing to restore Ancient Pompeii? Read the highlighted text for ideas.</p>
343,510,4164,<p>Try clearing your response and starting again. What initiatives have been started to help restore the city? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. How is Ancient Pompeii being restored? Read the highlighted text for ideas.</p>
343,509,4138,<p>That&#x27;s true! Now be more specific. Who didn&#x27;t have enough funding to preserve the city?</p>,<p>Keep revising! Try to be even more specific. Who was struggling to fund the preservation of Ancient Pompeii? Read the highlighted text for ideas.</p>
343,509,4140,<p>That&#x27;s true! Now be more specific. How much would it cost to preserve the city?</p>,<p>Keep revising! Try to be even more specific. How much money would be needed to preserve Ancient Pompeii? Read the highlighted text for ideas.</p>
343,509,4142,<p>Try clearing your response and starting again. Go back to the text and look for a reason why restoring Ancient Pompeii would be a challenge.</p>,<p>Try clearing your response and starting again. Talk about a reason why it would be difficult to restore Ancient Pompeii. Use the highlighted text for ideas.</p>
343,509,4144,<p>Try clearing your response and starting again. Go back to the text and look for a reason why restoring Ancient Pompeii would be a challenge.</p>,<p>Try clearing your response and starting again. Talk about a reason why it would be difficult to restore Ancient Pompeii. Use the highlighted text for ideas.</p>
343,509,4146,<p>Try clearing your response and starting again. Why was restoring Ancient Pompeii going to be difficult? Read the highlighted text for ideas.</p>,<p>Try clearing your response and starting again. Why would it be a challenge to restore the city? Check that your response only uses information from the text.</p>
343,508,4112,<p>That&#x27;s true! Now be more specific. Why was Ancient Pompeii damaged and deteriorating?</p>,<p>Keep revising! Try to be even more specific. What caused the damage to Ancient Pompeii? Read the highlighted text for ideas.</p>
343,508,4114,<p>That&#x27;s true! Now be more specific. What do tourists do that damages Ancient Pompeii?</p>,<p>Keep revising! Try to be even more specific. How do tourists damage buildings and frescoes in Ancient Pompeii? Read the highlighted text for ideas.</p>
343,508,4116,"<p>Revise your response. It&#x27;s true that a volcano eruption destroyed the city, but try talking about what happened after that. What caused damage after the city was unearthed?</p>",<p>Revise your response. Read the highlighted text. What damaged the city after Ancient Pompeii was unearthed?</p>
343,508,4118,<p>That&#x27;s true! Now be more specific. What are two elements that the city was exposed to?</p>,<p>Keep revising! Try to include two or more things that the city was exposed to. Read the highlighted text for ideas.</p>
343,508,4126,<p>That&#x27;s true! Now be more specific. What is another detail about the rebuilding of Ancient Pompeii?</p>,<p>Keep revising! Try to be even more specific. What specifics does the text mention about how the site was rebuilt? Read the highlighted text for ideas.</p>
343,508,4128,<p>Try clearing your response and starting again. Why did Ancient Pompeii need restoration work? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. What damaged Ancient Pompeii after it was unearthed? Read the highlighted text for ideas.</p>
310,477,3841,<p>That&#x27;s true—enrollment at NMSU did increase. Now make your response even stronger by adding a number from the text. How much did it increase?</p>,<p>Keep revising! Include a number in your response to make your claim stronger. By what percentage did NMSU&#x27;s enrollment increase? Read the highlighted text for ideas.</p>
310,477,3843,<p>That&#x27;s true—enrollment in New Mexico did increase. Now make your response even stronger by adding a number from the text. How much did it increase?</p>,<p>Keep revising! Add more information from the text to make your claim even stronger. How high is enrollment in New Mexico compared to previous years?</p>
310,477,3845,<p>That&#x27;s true—more students are now able to attend college in New Mexico. Now make your response stronger by adding information from the text. How has enrollment changed as a result of the scholarship?</p>,<p>Keep revising! Add more information from the text to make your claim even stronger. How high is enrollment in New Mexico compared to previous years?</p>
310,477,3847,<p>Try clearing your response and starting again. What happened as a result of New Mexico making public college free for its residents? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. What changed in New Mexico after they made public college free for its residents?</p>
310,477,4002,<p>That&#x27;s true—enrollment has increased by 2.7%. Now add specific information from the text to strengthen your claim. At which university has enrollment increased 2.7%?</p>,<p>Keep revising! Add the name of a specific university from the text to make your claim even stronger. Which university increased its student body by 2.7%?</p>
310,477,4352,"<p>Enrollment has increased at some New Mexico schools, but not by 9%—read that part of the text again.</p>",<p>Revise your response. Read the highlighted text. By what percentage did NMSU&#x27;s enrollment increase?</p>
310,477,4354,"<p>Revise your response. Instead of focusing on what <strong>could </strong>happen in the future, focus on what happened <strong>after</strong> New Mexico made public college free for its residents.</p>",<p>Try clearing your response and starting again. What changed in New Mexico after they made public college free for its residents?</p>
310,476,3825,<p>It&#x27;s true that some institutions are increasing their tuition in response to costs from the Opportunity Scholarship. Now connect your response back to the prompt. Who is affected by this increase in tuition?</p>,<p>Keep revising! Add information to your response that explains why some institutions raising their tuition contrasts with the idea that New Mexico made public college free for its residents. Which people in New Mexico are affected by these tuition increases? Read the highlighted text for ideas.</p>
310,476,3827,<p>That&#x27;s true—New Mexico Tech did raise its tuition. Now make your response even stronger by adding a number from the text. How much did they increase it?</p>,<p>Keep revising! Include a number in your response to make your claim stronger. By what percentage did New Mexico Tech increase its tuition? Read the highlighted text for ideas.</p>
310,476,3829,<p>That&#x27;s true—not everyone is able to benefit from the Opportunity Scholarship. Now expand your response. How has the scholarship affected non-residents?</p>,<p>Keep revising! How has the Opportunity Scholarship made it harder for non-residents in New Mexico to go to school? Read the highlighted text for ideas.</p>
310,476,3831,"<p>Try clearing your response and starting again. Instead of talking about what is happening in other states, focus on a contrast to the idea that New Mexico made public college free for its residents. Check that your response only uses information from the text.</p>",<p>Try clearing your response and starting again. Who is <strong>not </strong>able to benefit from New Mexico&#x27;s Opportunity Scholarship? Read the highlighted text for ideas.</p>
310,476,3833,<p>Try clearing your response and starting again. <em>But </em>is used to introduce a surprising or contrasting idea. What is a contrast to the idea that New Mexico made public college free for its residents?</p>,<p>Try clearing your response and starting again. Who is <strong>not </strong>able to benefit from New Mexico&#x27;s Opportunity Scholarship? Read the highlighted text for ideas.</p>
310,476,3835,<p>That&#x27;s true—the Opportunity Scholarship has put a financial strain on some institutions. How does this negatively affect some students?</p>,<p>Keep revising! How has the cost of the Opportunity Scholarship made it harder for non-residents in New Mexico to go to school? Read the highlighted text for ideas.</p>
310,476,3837,<p>Try clearing your response and starting again. Focus on a contrast to the idea that New Mexico made public college free for its residents. Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. Who is <strong>not </strong>able to benefit from New Mexico&#x27;s Opportunity Scholarship? Read the highlighted text for ideas.</p>
310,476,4000,<p>That&#x27;s true—tuition at some schools did increase by 9%. Now add specific information from the text to make your claim stronger. Which school raised tuition by 9%?</p>,<p>Keep revising! Include the name of the school in your response to make your claim stronger. Which school in New Mexico raised its tuition by 9%? Read the highlighted text for ideas.</p>
310,476,4345,<p>That&#x27;s true—the program has downsides. What are the potential drawbacks of the Opportunity Scholarship?</p>,<p>Keep revising! How has the Opportunity Scholarship negative affected some students in New Mexico? Read the highlighted text for ideas.</p>
310,476,4347,"<p>Try clearing your response and starting again. Instead of talking about the scholarship&#x27;s lack of restrictions, focus on a contrast to the idea that New Mexico made public college free. Check that your response only uses information from the text.</p>",<p>Try clearing your response and starting again. Who is <strong>not </strong>able to benefit from New Mexico&#x27;s Opportunity Scholarship? Read the highlighted text for ideas.</p>
310,476,4349,<p>That&#x27;s true—not everyone is able to benefit from the Opportunity Scholarship. Now expand your response. Who is unable to benefit from the Opportunity Scholarship?</p>,<p>Keep revising! How has the Opportunity Scholarship made it harder for non-residents in New Mexico to go to school? Read the highlighted text for ideas.</p>
310,475,3813,<p>That&#x27;s true—enrollment in the state did decrease. Now make your response even stronger by adding a specific statistic from the text. How much did enrollment drop?</p>,<p>Keep revising! Include a number in your response to make your claim stronger. By what percentage did enrollment in New Mexico drop from 2010 to 2020? Read the highlighted text for ideas.</p>
310,475,3815,<p>That&#x27;s true—the state did have a shortage of nurses. Now make your response even stronger by adding a specific number from the text. How many nurses were missing?</p>,<p>Keep revising! Include a number in your response to make your claim stronger. How many nurses were missing from the state of New Mexico? Read the highlighted text for ideas.</p>
310,475,3817,<p>That&#x27;s true—the state did have a shortage of professionals. Now make your response even stronger by adding specific details. What types of workers were missing?</p>,<p>Keep revising! Try adding specific information from the text to make your response stronger. Which two professions were facing worker shortages? Read the highlighted text for ideas.</p>
310,475,3819,<p>It&#x27;s true that some people were struggling with the cost of college. What negative effects did this lead to?</p>,<p>Keep revising! It&#x27;s true that some people struggled with the cost of tuition—how did this harm the state of New Mexico? Read the highlighted text for ideas.</p>
310,475,3821,<p>Try clearing your response and starting again. Why did New Mexico make public college free for its residents? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. What problems was New Mexico trying to solve by making public college free for its residents? Read the highlighted text for ideas.</p>
310,475,3998,<p>That&#x27;s true—the state did want to make it easier for people to attend college. Now make your response even stronger by adding specific details. Why did they want more people to attend college?</p>,<p>Keep revising! It&#x27;s true that the state wanted more people to attend college—what problems were they trying to solve? Read the highlighted text for ideas.</p>
310,475,4341,<p>That&#x27;s true—the state did want people to have more opportunities. Now make your response even stronger by adding specific details. Why did they want more people to attend college?</p>,<p>Keep revising! It&#x27;s true that the state wanted to give people opportunities—what problems were they trying to solve? Read the highlighted text for ideas.</p>
310,475,4343,<p>That&#x27;s true—the state did have a shortage of teachers. Now make your response even stronger by adding even more details. What other profession was having shortages?</p>,<p>Keep revising! Include a second profession to make your response stronger. What other kinds of workers were in short supply in New Mexico? Read the highlighted text for ideas.</p>
309,474,6021,<p>That&#x27;s true—many women lacked financial independence. Now explain why. What laws or norms impacted women&#x27;s finances?</p>,<p>Keep revising! Add a specific example from the text. What happened to women&#x27;s money? Read the highlighted text for ideas.</p>
309,474,6023,<p>That&#x27;s true—women had limited job options. Now expand your response with a specific detail. What are some jobs that were available to women?</p>,<p>Keep revising! Try to be even more specific about women&#x27;s job options. What kinds of jobs did women hold in early modern England? Read the highlighted text for ideas.</p>
309,474,6025,<p>That&#x27;s true—many women had limited educational opportunities. Now expand your response with a specific detail. What did girls do instead of going to school?</p>,<p>Keep revising! Try to be even more specific about women&#x27;s education. What did girls from poorer families have to do instead of going to school? Read the highlighted text for ideas.</p>
309,474,6027,<p>That&#x27;s true! Now make your sentence stronger by adding a second example. What was another consequence of gender inequality?</p>,<p>Keep revising! Add a second consequence of gender inequality from the text. How were women&#x27;s educational opportunities impacted by gender inequality? Read the highlighted text for ideas.</p>
309,474,6029,<p>That&#x27;s true! Now make your sentence stronger by adding a second example. What was another consequence of gender inequality?</p>,<p>Keep revising! Add a second consequence of gender inequality from the text. How were women&#x27;s educational opportunities impacted by gender inequality? Read the highlighted text for ideas.</p>
309,474,6031,<p>That&#x27;s true! Now make your sentence stronger by adding a second example. What was another consequence of gender inequality?</p>,<p>Keep revising! Add a second consequence of gender inequality from the text. How were women&#x27;s financial opportunities impacted by gender inequality? Read the highlighted text for ideas.</p>
309,474,6033,<p>Women had limited rights and were expected to be meek and submissive—that&#x27;s true. Now make your response more specific by focusing on how gender inequality impacted women&#x27;s economic independence. What was one financial consequence or result of gender inequality in early modern England?</p>,<p>Keep revising! Focus on women&#x27;s financial standing. How was women&#x27;s economic independence impacted by gender inequality? Read the highlighted text for ideas.</p>
309,474,6035,"<p>Try clearing your response and starting again.</p><br/><p>Instead of talking about patriarchal values, explain how gender inequality impacted women&#x27;s lives. What was one consequence or result of gender inequality in early modern England?</p>",<p>Try clearing your response and starting again.</p><br/><p>Focus on a specific consequence or result of gender inequality in early modern England. How did gender inequality impact women&#x27;s finances? Read the highlighted text for ideas.</p>
309,474,6037,"<p>Try clearing your response and trying again.</p><br/><p>Instead of talking about women who rebelled against gender norms, focus your response on how gender inequality impacted women&#x27;s lives. What was one consequence or result of gender inequality in early modern England?</p>",<p>Try clearing your response and starting again.</p><br/><p>Focus on a specific consequence or result of gender inequality in early modern England. How did gender inequality impact women&#x27;s finances? Read the highlighted text for ideas.</p>
309,474,6039,<p>Try clearing your response and starting again.</p><br/><p>What was one consequence or result of gender inequality in early modern England? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again.</p><br/><p>Focus on a specific consequence or result of gender inequality in early modern England. How did gender inequality impact women&#x27;s finances? Read the highlighted text for ideas.</p>
309,473,6005,<p>That&#x27;s true—many women in early modern England rebelled against gender norms. Now make your response stronger by naming a specific woman. Who defied gender expectations?</p>,<p>Keep revising! Include the name of a specific woman in your response. Who is one woman who rebelled against gender norms in early modern England? Read the highlighted text for ideas.</p>
309,473,6007,<p>That&#x27;s true—some female characters were independent and rebellious. Now make your response stronger by naming a specific character. What is the name of a female character who defied gender norms?</p>,<p>Keep revising! Include the name of a specific character in your response. What is the name of one female character who rebelled against gender norms in early modern England? Read the highlighted text for ideas.</p>
309,473,6009,"<p>It&#x27;s true that women like Anne Askew, Mary Cavendish, and Mary Fillis were notable. Now be more specific about why these women are important. What did they do?</p>","<p>Keep revising! Focus on reasons why women like Anne Askew, Margaret Cavendish, and Mary Ellis were important. What did they do despite gender norms? Read the highlighted text for ideas.</p>"
309,473,6011,"<p>Try clearing your response and starting again.</p><br/><p>Patriarchal values were a cause of gender inequality, but your response should focus on a contrasting or surprising idea instead.  What did some early modern women do in spite of gender inequality?</p>",<p>Try clearing your response and starting again.</p><br/><p>Focus on specific women whose actions were surprising or went again gender expectations. What did these women do? Read the highlighted text for ideas.</p>
309,473,6013,"<p>Try clearing your response and starting again.</p><br/><p>One consequence of gender inequality was that women faced economic and educational disadvantages, but your response should focus on a contrasting or surprising idea instead. What did some early modern women do in spite of gender inequality?</p>",<p>Try clearing your response and starting again.</p><br/><p>Focus on specific women whose actions were surprising or went again gender expectations. What did these women do? Read the highlighted text for ideas.</p>
309,473,6015,<p>Try clearing your response and starting again. What did some early modern women do in spite of gender inequality? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. Focus on specific women whose actions were surprising or went again gender expectations. What did these women do? Read the highlighted text for ideas.</p>
309,473,6321,"<p>It&#x27;s true that enslaved women experienced more oppressive conditions, but there&#x27;s an even stronger contrast in the text. Focus on women who defied societal norms during this period. What did some early modern women do in spite of gender inequality?</p>",<p>Try clearing your response and starting again. Focus on specific women whose actions were surprising or went again gender expectations. What did these women do? Read the highlighted text for ideas.</p>
309,472,5989,<p>Gender inequality was caused in part by patriarchal values—that&#x27;s true! Now expand your sentence with a definition. What are patriarchal values?</p>,<p>Keep revising! Expand your sentence with a definition of &quot;patriarchal values.&quot; How did patriarchal values impact early modern society? Read the highlighted text for ideas.</p>
309,472,5991,<p>That&#x27;s true—men were believed to have authority and power over women. Now add a specific phrase from the text. What is the name for this set of beliefs?</p>,<p>Keep revising! Add a specific phrase from the text to make your response stronger. What is the name for the set of beliefs that values men over women? Read the highlighted text for ideas.</p>
309,472,5993,<p>That&#x27;s true—the religious and legal systems contributed to gender inequality. Now expand your response to make the relationship more clear. How did these systems uphold gender inequality?</p>,<p>Keep revising! Add a specific example of the legal or religious systems from the text. What did these systems do that supported gender inequality? Read the highlighted text for ideas.</p>
309,472,5995,"<p>It&#x27;s true that society had many expectations of women, but those expectations alone didn&#x27;t cause gender inequality. <br/><br/>Focus on the social systems that led to both gender inequality and unfair gender expectations. What is one reason why women were not treated equally to men?</p>","<p>Keep revising! Focus on reasons why society had unfair expectations of women. What systems, structures, or values led to this inequality? Read the highlighted text for ideas.</p>"
309,472,5997,"<p>Try clearing your response and trying again.</p><br/><p>Instead of talking about women who rebelled against gender norms, explain why gender inequality was widespread in early modern England. What is one reason for this gender inequality?</p>",<p>Try clearing your response and starting again. Why did men have more power and authority in early modern England? Read the highlighted text for ideas.</p>
309,472,5999,"<p>Try clearing your response and trying again.</p><br/><p>It&#x27;s true that women faced economic, social, and educational disadvantages in early modern England, but those disadvantages were a consequence of gender inequality, not a cause of it. What is one reason why women were not treated equally to men?</p>",<p>Try clearing your response and starting again.</p><br/><p>Why did men have advantages over women in early modern England? Read the highlighted text for ideas.</p>
309,472,6001,<p>Try clearing your response and starting again. What is one reason for gender inequality in early modern England? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. Why did men have advantages over women in early modern England? Read the highlighted text for ideas.</p>
308,471,3699,<p>That&#x27;s true—audiences would have been shocked by a tragedy that focused on romance. <br/><br/>Now make your response more specific. What is the name of a play that combined tragedy with romance?</p>,<p>Keep revising! Name a specific play in your response. What play combines tragedy with romance? Read the highlighted text for ideas.</p>
308,471,3701,<p>That&#x27;s true—some people argue that <em>Romeo and Juliet</em> is an innovative play that challenges the boundaries between romance and tragedy. <br/><br/>Now explain how the original audience would have reacted to this innovative play. How would they have felt?</p>,<p>Keep revising! How would the original audience have responded? Read the highlighted text for ideas.</p>
308,471,3703,<p>That&#x27;s true—a tragedy that focused on romance would have been innovative in Shakespeare&#x27;s time.<br/><br/>Now make your response more specific. What is the name of a play that combines tragedy with romance?</p>,<p>Keep revising! Name a specific play in your response. What play combines tragedy with romance? Read the highlighted text for ideas.</p>
308,471,3707,<p>It&#x27;s true that audiences would have been familiar with the tropes or common themes of tragedies. Now expand your response. How would audiences have reacted when <em>Romeo and Juliet</em> was first performed?</p>,<p>Keep revising! Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a play that didn&#x27;t follow the tropes or themes of the genre? Read the highlighted text for ideas.</p>
308,471,3709,"<p>Many tragedies were influenced by ancient Roman tragedies, but your response should give a consequence or result of tragedies sharing common themes. <br/><br/>How would audiences have reacted when <em>Romeo and Juliet</em> was first performed?</p>",<p>Keep revising! Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a play that didn&#x27;t follow the tropes or themes of the genre? Read the highlighted text for ideas.</p>
308,471,3713,<p>Romance wasn&#x27;t typically considered a serious enough topic for tragedy—that&#x27;s true. Now focus on a consequence of <em>Romeo and Juliet</em> blending these genres. How would audiences have reacted when the play was first performed?</p>,<p>Keep revising! Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a tragedy that focused on a love story? Read the highlighted text for ideas.</p>
308,471,3715,<p>It&#x27;s true that <em>Romeo and Juliet </em>is about a romance or love story. Now focus on a consequence of the play&#x27;s blend of romance and tragedy. How would original audiences have reacted when the play was first performed?</p>,<p>Keep revising! Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a tragedy that focused on a love story? Read the highlighted text for ideas.</p>
308,471,3717,"<p><em>Romeo and Juliet</em> might not be about kings, heroes, or legends, but most people consider it a tragedy anyway.<br/><br/>Try clearing your response and starting again. How would the play&#x27;s original audience have responded to seeing it for the first time?</p>",<p>Try clearing your response and starting again. Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a tragedy that focused on a love story? Read the highlighted text for ideas.</p>
308,471,3719,<p>Try clearing your response and starting again.</p><br/><p>How would <em>Romeo and Juliet&#x27;</em>s original audience have responded to seeing it for the first time? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again.</p><br/><p>Focus on <em>Romeo and Juliet</em>&#x27;s original audience. How would they have responded to seeing a tragedy that focused on a love story? Read the highlighted text for ideas.</p>
308,470,3675,<p>That&#x27;s true—romance was typically associated with comedies. <br/><br/>Now focus your sentence on a specific play. What is the name of one romantic play that contrasts with the typical tragedies of its time?</p>,<p>Keep revising! Make the contrast in your sentence even stronger. What is the name of one play with romantic themes that isn&#x27;t a comedy? Read the highlighted text for ideas.</p>
308,470,3677,"<p>That&#x27;s true—Romeo and Juliet are ordinary teenagers, not kings or heroes. <br/><br/>Now explain another aspect of the plot that makes <em>Romeo and Juliet </em>a unique tragedy. How else is the play different from typical tragedies of its time?</p>",<p>Keep revising. Focus on the relationship between Romeo and Juliet. How does their relationship make the play different from other tragedies? Read the highlighted text for ideas.</p>
308,470,3679,<p>The play is considered a romance or love story—that&#x27;s true! <br/><br/>Now make sure that your sentence would be clear to someone who hadn&#x27;t read the passage. What is the name of the play?</p>,<p>Keep revising! Make your sentence even more specific. What is the name of the play that you&#x27;re talking about? Read the highlighted text for ideas.</p>
308,470,3681,<p>That&#x27;s true—<em>Romeo and Juliet</em> is different from typical tragedies of its time. Now explain why. What is one aspect of the play that goes against the genre&#x27;s standard tropes or themes?</p>,<p>Keep revising! Focus on the relationship between Romeo and Juliet. How does their relationship make the play different from other tragedies? Read the highlighted text for ideas.</p>
308,470,3683,<p>It&#x27;s true that <em>Romeo and Juliet</em> contains tragic elements. Now focus on what makes <em>Romeo and Juliet </em>different from other tragedies. What is one aspect of the play that goes against the genre&#x27;s standard tropes or themes?</p>,<p>Keep revising! Focus on the relationship between Romeo and Juliet. How does their relationship make the play different from other tragedies? Read the highlighted text for ideas.</p>
308,470,3685,"<p>Many tragedies were influenced by ancient Roman tragedies, but your response should include a contrast or opposition. <br/><br/>Try clearing your response and starting again. How was <em>Romeo and Juliet</em> different from the typical tragedies of its time?</p>",<p>Keep revising! Focus your sentence on <em>Romeo and Juliet</em>. How is it different from typical tragedies of its time? Read the highlighted text for ideas.</p>
308,470,3689,"<p>It&#x27;s true that romance wasn&#x27;t usually considered a serious enough topic for tragedies, but your response should include a contrast or opposition. <br/><br/>Try clearing your response and starting again. How is <em>Romeo and Juliet</em> different from the typical tragedies of its time?</p>",<p>Keep revising! Focus your sentence on <em>Romeo and Juliet.</em> How is it different from typical tragedies of its time? Read the highlighted text for ideas.</p>
308,470,3691,"<p>It&#x27;s true that <em>Romeo and Juliet</em> would have shocked its original audience, but your response should include a contrast or opposition. How was <em>Romeo and Juliet</em> different from the typical tragedies of its time?</p>",<p>Keep revising! Make sure that your sentence contrasts <em>Romeo and Juliet</em> with other tragedies of its time. What themes or topics make <em>Romeo and Juliet</em> different? Read the highlighted text for ideas.</p>
308,470,3693,<p>It&#x27;s true that romance and tragedy were considered separate genres. Now focus your sentence on a specific play. What is one romantic play that contrasts with the typical tragedies of its time?</p>,<p>Keep revising! Focus your sentence on <em>Romeo and Juliet</em>. How is it different from typical tragedies of its time? Read the highlighted text for ideas.</p>
308,470,3695,<p>Try clearing your response and starting again. What is one play that does not follow the standard tropes or themes of tragedy? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. Focus your sentence on <em>Romeo and Juliet</em>. How is it different from typical tragedies of its time?  Read the highlighted text for ideas.</p>
308,470,4962,<p>It&#x27;s true that some plays blend romance and tragedy. Now focus your sentence on a specific play. What is one play that does not follow the standard tropes or themes of tragedy?</p>,<p>Keep revising! Be sure to name a specific play in your sentence. How is that play different from typical tragedies of its time? Read the highlighted text for ideas.</p>
308,469,3659,"<p>That&#x27;s true—ancient Roman tragedies were often about legends, kings, or heroes. Now explain how this relates to playwrights in Shakespeare&#x27;s time. How were they impacted by Roman tragedies?</p>",<p>Keep revising! Focus on how playwrights were impacted by ancient Roman tragedies. How are Roman tragedies related to 16th-century tragedies? Read the highlighted text for ideas.</p>
308,469,3661,<p>That&#x27;s true—audiences were familiar with these common themes.</p><br/><p>Now focus on why these themes were associated with tragedy in the first place. What were playwrights influenced by?</p>,"<p>Keep revising! Explain why so many tragedies were about kings, heroes, and legends. What kinds of tragedies were playwrights influenced by? Read the highlighted text for ideas.</p>"
308,469,3663,<p>It&#x27;s true that romance was typically associated with comedies. Now explain why it wasn&#x27;t associated with tragedies instead. Why didn&#x27;t playwrights write tragedies with romantic themes?</p>,<p>Keep revising! Explain why romance wasn&#x27;t associated with tragedies in Shakespeare&#x27;s time. Why did playwrights think it wasn&#x27;t a good topic for tragedies? Read the highlighted text for ideas.</p>
308,469,3664,"<p>Tragedy was a popular genre with specific tropes or themes—that&#x27;s true. Now focus on where those tropes came from. What is one reason why so many tragedies were about kings, heroes, and legends?</p>","<p>Keep revising! Explain why so many tragedies were about kings, heroes, and legends. What were playwrights influenced by? Read the highlighted text for ideas.</p>"
308,469,3666,"<p><em>Romeo and Juliet</em> is a love story, but your response should focus on other tragedies instead. What is one reason why so many tragedies were about kings, heroes, and legends?</p>","<p>Keep revising! Instead of talking about <em>Romeo and Juliet</em>, explain why so many tragedies were about kings, heroes, and legends. What were playwrights influenced by? Read the highlighted text for ideas.</p>"
308,469,3668,"<p>Many scholars think <em>Romeo and Juliet </em>was an innovative play, but your response should focus on tragedies instead. What is one reason why so many tragedies were about kings, heroes, and legends?</p>","<p>Keep revising! Instead of talking about <em>Romeo and Juliet</em>, explain why so many tragedies were about kings, heroes, and legends. What were playwrights influenced by? Read the highlighted text for ideas.</p>"
